label,message,char_count,word_count,avg_word_length,exclamation_count,financial_words,urgency_words,action_words,phone_numbers,urls,emoji_count,slang_score,language_mix_ratio,capitalization_ratio,profanity_count,url_is_suspicious,url_is_registered,platform,sender_type
spam,Influencer collab — DM YES or check go.shop/claim ✨ @ChaatApp,61,10,4.7,0,0,0,2,0,1,1,1,0,0.131,0,1,0,Instagram,unknown
ham,ikr that vid was insane 🤯 showed it to mom lol,46,10,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,Telegram,unknown
spam,Earn $100/week from phone. Apply: tiny.one/drops 💸,50,9,4.111,0,0,0,0,0,1,1,0,0,0.04,0,1,0,Telegram,registered_business
ham,srsly need coffee rn ☕ wanna grab? https://example.com/track,60,10,4.6,0,0,0,0,0,1,1,0,0,0,0,0,1,Email,business
spam,Parcel held — release with link https://brand.com/redeem or call 87338 to avoid return 🎁,88,15,4.533,0,0,0,2,1,1,1,0,0,0.011,0,1,1,SMS,business
spam,TXT WIN to 24598 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,Instagram,unknown
spam,Influencer collab — DM YES or check bit.ly/fomo ✨ @ChaatApp,59,10,4.5,0,0,0,1,0,1,1,1,0,0.136,0,1,0,Email,unknown
ham,"tysm for today, had so much fun ❤️ धेरै राम्रो",46,12,2.417,0,0,1,0,0,0,1,0,0.294,0,0,0,0,Email,unknown
ham,"send the notes pls, i missed lecture :(",39,7,4.143,0,0,0,1,0,0,0,0,0,0,0,0,0,Telegram,unknown
ham,happy bday!!! gonna cake u later 💸,34,6,4,3,0,0,0,0,0,1,0,0,0,0,0,0,Instagram,unknown
spam,FLASH GIVEAWAY! RT + click go.shop/claim to enter. Winners tonight!,67,11,4.727,2,0,0,2,0,1,0,0,0,0.239,0,1,0,SMS,business
spam,🔥 Drop alert! Exclusive limited tee on @GlowUp. Claim: https://example.com/offer 😩,82,12,5.083,1,1,1,1,0,1,2,0,0,0.061,0,0,1,Email,business
ham,screenshot ur notes and send pls https://spotify.com/promo,58,10,4.7,0,0,0,1,0,1,0,0,0,0,0,0,1,SMS,unknown
ham,"phone battery low, using sis's rn. be there soon ठिक छ",54,13,3.077,0,0,0,0,0,0,0,0,0.098,0,0,0,0,Telegram,user
spam,Verify bank details: go.shop/claim — failure to verify may freeze account 🔥,75,12,4.917,0,1,0,1,0,1,1,0,0,0.013,0,1,0,SMS,user
ham,"omw to ur place, 10 min ⚠️ ठीक छ",32,9,2.222,0,0,0,0,0,0,1,1,0.211,0,0,0,0,Email,user
ham,lol that meme had me dead ❤️ send it again,42,9,3.444,0,0,0,1,0,0,1,0,0,0,0,0,0,SMS,unknown
ham,"send the notes pls, i missed lecture :(",39,7,4.143,0,0,0,1,0,0,0,0,0,0,0,0,0,Email,unknown
spam,Claim your gift: https://unknownsite.xyz/babacd code F97G3H 🎁,61,9,5.333,0,1,0,1,0,1,1,0,0,0.066,0,0,0,WhatsApp,user
ham,"ma tard hunchu, 20 min delay. sorry yaar ✨",42,8,3.875,0,0,0,0,0,0,1,0,0,0,0,0,0,Telegram,unknown
ham,screenshot ur notes and send pls,32,6,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,Telegram,unknown
ham,"save this song, it's been on repeat 🎧 https://brand.com/redeem",62,12,3.833,0,0,0,1,0,1,1,0,0,0,0,1,1,SMS,unknown
spam,Low-key insane cashback ₹2000 when you shop at linktr.ee/deal 💸 use 6JP9PT,74,14,4.143,0,1,0,0,0,1,1,0,0,0.068,0,1,0,WhatsApp,unknown
ham,u coming to the party tonight? it's gonna be lit 🚀 https://amazon.com/deal,74,15,3.667,0,0,0,0,0,1,1,1,0,0,0,0,1,Telegram,business
spam,Influencer collab — DM YES or check https://unknownsite.xyz/aa1414 ✨ @HypeStore,79,11,5.636,0,0,0,1,0,1,1,1,0,0.101,0,0,0,Email,user
spam,Low-key insane cashback ₹2000 when you shop at go.shop/claim 💸 use U924LX,73,14,4.071,0,1,0,1,0,1,1,0,0,0.055,0,1,0,Instagram,unknown
spam,🔥 Drop alert! Exclusive concert tix on @NeoWear. Claim: go.shop/claim 🔥,71,11,4.818,1,0,0,2,0,1,2,0,0,0.07,0,1,0,Email,verified
ham,we're meeting at 6pm at the usual spot. don't be late पनि,57,14,3,0,0,0,0,0,0,0,0,0.071,0,0,0,0,Email,business
spam,Claim your gift: go.shop/claim code ZDTK6N 🎁,44,8,4.25,0,1,0,2,0,1,1,0,0,0.136,0,1,0,Email,unknown
spam,Get followers — boost package ₹2000 followers: bit.ly/fomo 🚀,60,9,5.111,0,0,0,0,0,1,1,0,0,0.017,0,1,0,Email,unknown
spam,Claim your gift: https://brand.com/bbcccc code 4FU23W 🎁,55,9,4.667,0,1,0,1,0,1,1,0,0,0.073,0,0,1,Instagram,unknown
ham,"group study at my place 4pm, bring laptop पनि",45,9,3.889,0,0,0,0,0,0,0,0,0.086,0,0,0,0,Telegram,user
spam,Win NFT mint pass! Go https://amazon.com/deal now. Only for followers of @NeoWear 🔥,83,15,4.133,1,1,1,0,0,1,1,0,0,0.096,0,0,1,WhatsApp,verified
spam,Win NFT mint pass! Go https://spotify.com/promo now. Only for followers of @Gramify 🔥,85,15,4.267,1,1,1,0,0,1,1,0,0,0.082,0,0,1,Email,registered_business
ham,srsly need coffee rn ☕ wanna grab?,34,6,4.333,0,0,0,0,0,0,1,0,0,0,0,0,0,Email,unknown
spam,Verify your YouTube account: rb.gy/claim (OTP: Q12UJM) ⚠️,57,9,4.667,0,0,0,1,0,1,1,0,0,0.175,0,1,0,Instagram,unknown
ham,"ma tard hunchu, 20 min delay. sorry yaar 💸 धेरै राम्रो",54,13,2.769,0,0,0,0,0,0,1,0,0.256,0,0,0,0,Instagram,unknown
ham,we're meeting at 6pm at the usual spot. don't be late,53,13,3.077,0,0,0,0,0,0,0,0,0,0,0,0,0,Instagram,unknown
ham,screenshot ur notes and send pls,32,6,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,Instagram,unknown
spam,Congrats! 🎉 You won ₹2000 via Spotify. Tap rb.gy/claim to claim. OTP: 2O3ZHG,76,14,4,1,0,0,3,0,1,1,0,0,0.145,0,1,0,SMS,unknown
spam,Claim your gift: https://amazon.com/deal code XGB4UU 🎁,54,9,4.556,0,1,0,1,0,1,1,0,0,0.111,0,0,1,Instagram,unknown
ham,omggg they released season 3!! when r we watching? https://spotify.com/promo,76,13,4.538,2,0,0,0,0,1,0,0,0,0,0,0,1,Instagram,unknown
spam,Parcel held — release with link rb.gy/claim or call 48734 to avoid return 💸,75,14,4.143,0,0,0,2,1,1,1,0,0,0.013,0,1,0,SMS,business
ham,did u finish the assignment? i can't 🙃,38,8,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Telegram,user
spam,Win NFT mint pass! Go go.shop/claim now. Only for followers of @Gramify 🔥,73,14,3.929,1,1,1,1,0,1,1,0,0,0.096,0,1,0,Telegram,user
spam,🔥 Drop alert! Exclusive limited tee on @HypeStore. Claim: https://example.com/offer ✨,85,12,5.333,1,1,1,1,0,1,2,0,0,0.059,0,0,1,Instagram,registered_business
spam,FLASH GIVEAWAY! RT + click https://brand.com/redeem to enter. Winners tonight!,78,12,5,2,0,0,2,0,1,0,0,0,0.205,0,1,1,Instagram,user
ham,lol that meme had me dead 🙂 send it again https://amazon.com/deal ठिक छ,71,16,3.25,0,0,0,1,0,1,1,0,0.075,0,0,0,1,Instagram,user
spam,Earn $100/week from phone. Apply: https://example.com/offer 💸,61,10,4.5,0,1,0,0,0,1,1,0,0,0.033,0,0,1,Instagram,unknown
ham,"omw to ur place, 10 min 🎉 ठीक छ",31,9,2.222,0,0,0,0,0,0,1,1,0.211,0,0,0,0,WhatsApp,business
spam,TXT WIN to 62667 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,SMS,registered_business
spam,Congrats! 🎉 You won 100 followers via YouTube. Tap https://amazon.com/deal to claim. OTP: GMJJ53,96,16,4.562,1,0,0,2,0,1,1,0,0,0.125,0,0,1,SMS,user
spam,Parcel held — release with link rb.gy/claim or call 29698 to avoid return 🎁,75,14,4.143,0,0,0,2,1,1,1,0,0,0.013,0,1,0,Telegram,unknown
spam,Verify your YouTube account: https://example.com/offer (OTP: N4UYF0) ⚠️,71,10,5.3,0,1,0,0,0,1,1,0,0,0.141,0,0,1,Email,unknown
spam,FREE VIP — use 59Y5V7 at bit.ly/fomo 🤯 limited 1 per user,57,12,3.5,0,1,1,0,0,1,0,0,0,0.158,0,1,0,WhatsApp,unknown
spam,FLASH GIVEAWAY! RT + click https://spotify.com/promo to enter. Winners tonight!,79,12,5.083,2,0,0,1,0,1,0,0,0,0.203,0,0,1,SMS,business
spam,Earn 100 followers/week from phone. Apply: linktr.ee/deal 💸,59,10,4.6,0,0,0,0,0,1,1,0,0,0.034,0,1,0,Telegram,user
ham,did u finish the assignment? i can't 🙃,38,8,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Instagram,unknown
spam,Win NFT mint pass! Go t.ly/win now. Only for followers of @ChaatApp 🔥,69,14,3.643,1,2,1,0,0,1,1,0,0,0.116,0,1,0,SMS,registered_business
ham,"omw to ur place, 10 min 😩 https://amazon.com/yourorder",54,10,4,0,0,0,0,0,1,1,1,0,0,0,0,1,Telegram,business
ham,"phone battery low, using sis's rn. be there soon",48,10,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,WhatsApp,business
ham,happy bday!!! gonna cake u later 🔥,34,6,4,3,0,0,0,0,0,1,0,0,0,0,0,0,WhatsApp,business
ham,"brb, stuck in class rn. ttyl ✨ https://example.com/track",56,10,4.1,0,0,0,0,0,1,1,1,0,0,0,0,1,Telegram,business
spam,Verify bank details: https://unknownsite.xyz/41d32a — failure to verify may freeze account 🎁,92,13,5.615,0,1,0,0,0,1,1,0,0,0.011,0,0,0,Instagram,unknown
ham,"tysm for today, had so much fun ❤️",34,7,3.429,0,0,1,0,0,0,1,0,0,0,0,0,0,SMS,business
ham,lol that meme had me dead 🎁 send it again,41,9,3.444,0,0,0,1,0,0,1,0,0,0,0,0,0,WhatsApp,business
spam,🔥 Drop alert! Exclusive gift card on @Trendify. Claim: https://brand.com/redeem ✨,81,12,5,1,1,0,2,0,1,2,0,0,0.049,0,1,1,WhatsApp,business
spam,FLASH GIVEAWAY! RT + click https://unknownsite.xyz/b2231d to enter. Winners tonight!,84,12,5.5,2,0,0,1,0,1,0,0,0,0.19,0,0,0,WhatsApp,unknown
spam,FREE VIP — use FHH17B at https://spotify.com/promo 🤯 limited 1 per user,71,13,4.077,0,1,1,0,0,1,0,0,0,0.155,0,0,1,Telegram,registered_business
ham,lol that meme had me dead ❤️ send it again पनि,46,10,3.3,0,0,0,1,0,0,1,0,0.088,0,0,0,0,WhatsApp,unknown
spam,Limited drop: 90% off sneaker drop — visit go.shop/claim T&C apply,66,13,3.846,0,0,1,1,0,1,0,0,0,0.045,0,1,0,Email,registered_business
ham,omggg they released season 3!! when r we watching? धेरै राम्रो,62,14,3.143,2,0,0,0,0,0,0,0,0.208,0,0,0,0,Telegram,unknown
ham,"tysm for today, had so much fun ❤️ धेरै राम्रो",46,12,2.417,0,0,1,0,0,0,1,0,0.294,0,0,0,0,Telegram,unknown
ham,"save this song, it's been on repeat 🎧",37,8,3.375,0,0,0,0,0,0,1,0,0,0,0,0,0,Instagram,business
ham,pls pick up milk + eggs on ur way home?,39,9,3.111,0,0,0,0,0,0,0,0,0,0,0,0,0,Instagram,unknown
spam,Congrats! 🎉 You won ₹2000 via Telegram. Tap t.ly/win to claim. OTP: NRGEQC,74,14,3.857,1,1,0,2,0,1,1,0,0,0.176,0,1,0,Instagram,business
ham,"group study at my place 4pm, bring laptop",41,8,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,Telegram,unknown
ham,"brb, stuck in class rn. ttyl ✨ ठीक छ",36,9,2.667,0,0,0,0,0,0,1,1,0.16,0,0,0,0,WhatsApp,business
spam,Verify your TokNow account: tiny.one/drops (OTP: Y5QMH1) ⚠️,59,9,4.889,0,0,0,0,0,1,1,0,0,0.169,0,1,0,Telegram,business
spam,Win NFT mint pass! Go https://spotify.com/promo now. Only for followers of @GlowUp 🔥,84,15,4.2,1,1,1,0,0,1,1,0,0,0.095,0,0,1,WhatsApp,user
ham,"phone battery low, using sis's rn. be there soon",48,10,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS,user
ham,did u finish the assignment? i can't 🙃 ठीक छ,44,11,2.818,0,0,0,0,0,0,1,0,0.125,0,0,0,0,SMS,user
spam,Claim your gift: https://example.com/offer code D1S9LM 🎁,56,9,4.778,0,2,0,1,0,1,1,0,0,0.089,0,0,1,SMS,unknown
spam,TXT WIN to 20897 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,Email,user
ham,lol that meme had me dead 🙂 send it again https://brand.com/redeem पनि,70,14,3.714,0,0,0,2,0,1,1,0,0.057,0,0,1,1,Telegram,unknown
spam,Low-key insane cashback ₹2000 when you shop at tiny.one/drops 💸 use FCIZJ0,74,14,4.143,0,1,0,0,0,1,1,0,0,0.081,0,1,0,Telegram,user
spam,FLASH GIVEAWAY! RT + click https://example.com/offer to enter. Winners tonight!,79,12,5.083,2,1,0,1,0,1,0,0,0,0.203,0,0,1,SMS,unknown
ham,"save this song, it's been on repeat 🎧 पनि",41,9,3.222,0,0,0,0,0,0,1,0,0.1,0,0,0,0,Instagram,business
ham,"phone battery low, using sis's rn. be there soon",48,10,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,WhatsApp,user
ham,"save this song, it's been on repeat 🎧",37,8,3.375,0,0,0,0,0,0,1,0,0,0,0,0,0,Telegram,unknown
spam,Earn $100/week from phone. Apply: tiny.one/drops 💸,50,9,4.111,0,0,0,0,0,1,1,0,0,0.04,0,1,0,Instagram,unknown
ham,"omw to ur place, 10 min ❤️",26,6,2.833,0,0,0,0,0,0,1,1,0,0,0,0,0,Instagram,business
ham,ikr that vid was insane 🤯 showed it to mom lol,46,10,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,Email,unknown
spam,Parcel held — release with link https://spotify.com/promo or call 30695 to avoid return 🎉,89,15,4.6,0,0,0,1,1,1,1,0,0,0.011,0,0,1,Instagram,unknown
spam,Verify your YouTube account: tiny.one/drops (OTP: T8MGFL) ⚠️,60,9,5,0,0,0,0,0,1,1,0,0,0.183,0,1,0,Telegram,user
ham,"phone battery low, using sis's rn. be there soon ठिक छ",54,13,3.077,0,0,0,0,0,0,0,0,0.098,0,0,0,0,Instagram,unknown
spam,Limited drop: 90% off gift card — visit rb.gy/claim T&C apply,61,13,3.462,0,1,1,1,0,1,0,0,0,0.049,0,1,0,WhatsApp,unknown
ham,"tysm for today, had so much fun ❤️",34,7,3.429,0,0,1,0,0,0,1,0,0,0,0,0,0,Instagram,unknown
spam,TXT WIN to 37128 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,SMS,unknown
ham,"group study at my place 4pm, bring laptop",41,8,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,WhatsApp,user
ham,"tysm for today, had so much fun ❤️",34,7,3.429,0,0,1,0,0,0,1,0,0,0,0,0,0,Telegram,registered_business
spam,Parcel held — release with link t.ly/win or call 30036 to avoid return ❤️,73,14,3.929,0,1,0,1,1,1,1,0,0,0.014,0,1,0,Telegram,unknown
spam,Verify bank details: go.shop/claim — failure to verify may freeze account 🔥,75,12,4.917,0,1,0,1,0,1,1,0,0,0.013,0,1,0,Email,unknown
ham,"omw to ur place, 10 min 🎁 ठिक छ",31,9,2.222,0,0,0,0,0,0,1,1,0.211,0,0,0,0,Email,business
ham,screenshot ur notes and send pls,32,6,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,SMS,unknown
spam,Verify bank details: https://example.com/offer — failure to verify may freeze account 🚀,87,13,5.231,0,2,0,0,0,1,1,0,0,0.011,0,0,1,Instagram,user
spam,Earn $50/week from phone. Apply: t.ly/win 💸,43,9,3.333,0,1,0,0,0,1,1,0,0,0.047,0,1,0,Instagram,unknown
spam,FREE VIP — use PGMIUG at https://example.com/offer 🤯 limited 1 per user,71,13,4.077,0,2,1,0,0,1,0,0,0,0.183,0,0,1,Instagram,business
spam,Get followers — boost package ₹2000 followers: t.ly/win 🚀,57,9,4.778,0,1,0,0,0,1,1,0,0,0.018,0,1,0,Email,unknown
ham,"brb, stuck in class rn. ttyl 🤯",30,6,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,Email,unknown
spam,🔥 Drop alert! Exclusive drip bundle on @Gramify. Claim: https://offer-now.org/1a4113 🎁,86,13,4.923,1,1,1,1,0,1,2,0,0,0.047,0,0,0,Instagram,unknown
ham,srsly need coffee rn ☕ wanna grab?,34,6,4.333,0,0,0,0,0,0,1,0,0,0,0,0,0,Email,unknown
spam,Limited drop: 90% off sneaker drop — visit rb.gy/claim T&C apply,64,13,3.692,0,0,1,1,0,1,0,0,0,0.047,0,1,0,Instagram,user
ham,did u finish the assignment? i can't 🙃 ठीक छ,44,11,2.818,0,0,0,0,0,0,1,0,0.125,0,0,0,0,WhatsApp,user
ham,ikr that vid was insane 🤯 showed it to mom lol,46,10,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,WhatsApp,unknown
ham,"save this song, it's been on repeat 🎧",37,8,3.375,0,0,0,0,0,0,1,0,0,0,0,0,0,WhatsApp,business
spam,🔥 Drop alert! Exclusive limited tee on @Trendify. Claim: https://brand.com/redeem 💸,83,12,5.167,1,0,1,2,0,1,2,0,0,0.048,0,1,1,Email,unknown
ham,pls pick up milk + eggs on ur way home?,39,9,3.111,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS,unknown
ham,pls pick up milk + eggs on ur way home?,39,9,3.111,0,0,0,0,0,0,0,0,0,0,0,0,0,Email,user
spam,Claim your gift: https://example.com/offer code HK97VF 🎁,56,9,4.778,0,2,0,1,0,1,1,0,0,0.089,0,0,1,SMS,unknown
spam,Win NFT mint pass! Go https://amazon.com/deal now. Only for followers of @NeoWear 🔥,83,15,4.133,1,1,1,0,0,1,1,0,0,0.096,0,0,1,SMS,unknown
spam,Win NFT mint pass! Go linktr.ee/deal now. Only for followers of @VibeLabs 🔥,75,14,4.071,1,1,1,0,0,1,1,0,0,0.107,0,1,0,Instagram,user
ham,"save this song, it's been on repeat 🎧",37,8,3.375,0,0,0,0,0,0,1,0,0,0,0,0,0,WhatsApp,user
ham,"brb, stuck in class rn. ttyl 🚀",30,6,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,SMS,user
spam,Get followers — boost package ₹2000 followers: tiny.one/drops 🚀,63,9,5.444,0,0,0,0,0,1,1,0,0,0.016,0,1,0,WhatsApp,unknown
spam,Congrats! 🎉 You won 50 followers via SnapGram. Tap linktr.ee/deal to claim. OTP: 91H1EU,87,15,4.467,1,0,0,2,0,1,1,0,0,0.126,0,1,0,Instagram,user
spam,TXT WIN to 19161 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,WhatsApp,business
ham,omggg they released season 3!! when r we watching? ठीक छ,56,12,3.5,2,0,0,0,0,0,0,0,0.095,0,0,0,0,WhatsApp,user
spam,FREE VIP — use 1FPI8U at rb.gy/claim 🤯 limited 1 per user,57,12,3.5,0,1,1,1,0,1,0,0,0,0.193,0,1,0,SMS,registered_business
spam,Get followers — boost package $50 followers: https://amazon.com/deal 🚀,70,10,5.3,0,0,0,0,0,1,1,0,0,0.014,0,0,1,Instagram,business
spam,Influencer collab — DM YES or check linktr.ee/deal ✨ @Gramify,61,10,4.7,0,0,0,1,0,1,1,1,0,0.115,0,1,0,Telegram,unknown
ham,"ma tard hunchu, 20 min delay. sorry yaar ❤️",43,8,3.875,0,0,0,0,0,0,1,0,0,0,0,0,0,SMS,user
ham,lol that meme had me dead 😱 send it again धेरै राम्रो,53,14,2.571,0,0,0,1,0,0,1,0,0.244,0,0,0,0,Telegram,business
spam,TXT WIN to 38966 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,WhatsApp,unknown
spam,Influencer collab — DM YES or check rb.gy/claim ✨ @NeoWear,58,10,4.4,0,0,0,2,0,1,1,1,0,0.138,0,1,0,SMS,business
spam,Parcel held — release with link https://amazon.com/deal or call 80631 to avoid return 😩,87,15,4.467,0,0,0,1,1,1,1,0,0,0.011,0,0,1,Email,business
ham,"save this song, it's been on repeat 🎧",37,8,3.375,0,0,0,0,0,0,1,0,0,0,0,0,0,SMS,registered_business
ham,"omw to ur place, 10 min ✨",25,6,2.833,0,0,0,0,0,0,1,1,0,0,0,0,0,SMS,business
ham,"save this song, it's been on repeat 🎧",37,8,3.375,0,0,0,0,0,0,1,0,0,0,0,0,0,SMS,user
ham,"brb, stuck in class rn. ttyl 🎉",30,6,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,Email,user
spam,TXT WIN to 37672 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,SMS,unknown
ham,u coming to the party tonight? it's gonna be lit 🎁 धेरै राम्रो,62,16,2.625,0,0,0,0,0,0,1,1,0.213,0,0,0,0,Email,unknown
ham,screenshot ur notes and send pls,32,6,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,Email,unknown
ham,screenshot ur notes and send pls,32,6,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,SMS,unknown
spam,TXT WIN to 19286 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,Email,unknown
spam,FREE VIP — use 7FM3EK at go.shop/claim 🤯 limited 1 per user,59,12,3.667,0,1,1,1,0,1,0,0,0,0.186,0,1,0,Instagram,unknown
spam,Earn $50/week from phone. Apply: https://brand.com/redeem 💸,59,10,4.3,0,0,0,1,0,1,1,0,0,0.034,0,1,1,SMS,business
spam,Get followers — boost package $100 followers: https://amazon.com/deal 🚀,71,10,5.4,0,0,0,0,0,1,1,0,0,0.014,0,0,1,SMS,registered_business
spam,FREE VIP — use MM7VKP at tiny.one/drops 🤯 limited 1 per user,60,12,3.75,0,1,1,0,0,1,0,0,0,0.2,0,1,0,Email,unknown
ham,we're meeting at 6pm at the usual spot. don't be late,53,13,3.077,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS,unknown
ham,"phone battery low, using sis's rn. be there soon https://amazon.com/deal",72,14,3.929,0,0,0,0,0,1,0,0,0,0,0,0,1,Telegram,user
spam,TXT WIN to 90509 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,WhatsApp,unknown
spam,FLASH GIVEAWAY! RT + click https://unknownsite.xyz/c2b33d to enter. Winners tonight!,84,12,5.5,2,0,0,1,0,1,0,0,0,0.19,0,0,0,Email,user
spam,Earn Rs.500/week from phone. Apply: https://spotify.com/promo 💸,63,11,4.273,0,1,0,0,0,1,1,0,0,0.048,0,0,1,Email,unknown
spam,Verify bank details: go.shop/claim — failure to verify may freeze account 🤯,75,12,4.917,0,1,0,1,0,1,0,0,0,0.013,0,1,0,WhatsApp,unknown
ham,ikr that vid was insane 🤯 showed it to mom lol,46,10,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,WhatsApp,registered_business
spam,Win NFT mint pass! Go https://brand.com/redeem now. Only for followers of @HypeStore 🔥,86,15,4.333,1,1,1,1,0,1,1,0,0,0.093,0,1,1,Instagram,business
ham,"save this song, it's been on repeat 🎧",37,8,3.375,0,0,0,0,0,0,1,0,0,0,0,0,0,WhatsApp,unknown
spam,Win NFT mint pass! Go linktr.ee/deal now. Only for followers of @SnapGram 🔥,75,14,4.071,1,1,1,0,0,1,1,0,0,0.107,0,1,0,WhatsApp,unknown
ham,did u finish the assignment? i can't 🙃,38,8,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Email,business
ham,"omw to ur place, 10 min 🎁",25,6,2.833,0,0,0,0,0,0,1,1,0,0,0,0,0,Telegram,business
ham,"save this song, it's been on repeat 🎧",37,8,3.375,0,0,0,0,0,0,1,0,0,0,0,0,0,Instagram,unknown
spam,Influencer collab — DM YES or check tiny.one/drops ✨ @Gramify,61,10,4.7,0,0,0,1,0,1,1,1,0,0.115,0,1,0,Email,user
ham,"group study at my place 4pm, bring laptop",41,8,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,Email,business
ham,omggg they released season 3!! when r we watching?,50,9,4.333,2,0,0,0,0,0,0,0,0,0,0,0,0,Instagram,user
spam,FLASH GIVEAWAY! RT + click linktr.ee/deal to enter. Winners tonight!,68,11,4.818,2,0,0,1,0,1,0,0,0,0.235,0,1,0,Email,business
spam,Earn $100/week from phone. Apply: https://brand.com/redeem 💸,60,10,4.4,0,0,0,1,0,1,1,0,0,0.033,0,1,1,Instagram,unknown
spam,Verify bank details: rb.gy/claim — failure to verify may freeze account 🤯,73,12,4.75,0,1,0,1,0,1,0,0,0,0.014,0,1,0,Email,unknown
ham,"omw to ur place, 10 min 🚀 पनि",29,7,2.714,0,0,0,0,0,0,1,1,0.167,0,0,0,0,Email,unknown
ham,we're meeting at 6pm at the usual spot. don't be late,53,13,3.077,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS,unknown
spam,Verify bank details: https://offer-now.org/1a4daa — failure to verify may freeze account 😩,90,14,5,0,2,1,0,0,1,1,0,0,0.011,0,0,0,WhatsApp,business
spam,Limited drop: 90% off drip bundle — visit https://brand.com/12cc3c T&C apply,76,14,4.071,0,0,1,0,0,1,0,0,0,0.039,0,0,1,SMS,user
ham,"call me when free, need to ask something",40,8,4,0,1,0,1,0,0,0,0,0,0,0,0,0,WhatsApp,user
ham,"call me when free, need to ask something ठिक छ",46,11,3.182,0,1,0,1,0,0,0,0,0.111,0,0,0,0,Instagram,business
ham,u coming to the party tonight? it's gonna be lit 🚀,50,11,3.364,0,0,0,0,0,0,1,1,0,0,0,0,0,WhatsApp,verified
spam,🔥 Drop alert! Exclusive gift card on @Gramify. Claim: bit.ly/fomo 😂,67,11,4.455,1,1,0,1,0,1,2,0,0,0.06,0,1,0,Email,unknown
ham,pls pick up milk + eggs on ur way home? ठिक छ,45,12,2.583,0,0,0,0,0,0,0,0,0.125,0,0,0,0,SMS,registered_business
spam,Influencer collab — DM YES or check go.shop/claim ✨ @NeoWear,60,10,4.6,0,0,0,2,0,1,1,1,0,0.133,0,1,0,Instagram,unknown
spam,Claim your gift: https://spotify.com/promo code 9RET10 🎁,56,9,4.778,0,1,0,1,0,1,1,0,0,0.071,0,0,1,Email,unknown
ham,screenshot ur notes and send pls,32,6,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,Telegram,user
spam,Low-key insane cashback Rs.500 when you shop at https://brand.com/redeem 💸 use AX86SD,85,16,4.125,0,2,0,1,0,1,1,0,0,0.071,0,1,1,Email,verified
ham,"save this song, it's been on repeat 🎧",37,8,3.375,0,0,0,0,0,0,1,0,0,0,0,0,0,Instagram,unknown
spam,FLASH GIVEAWAY! RT + click https://example.com/offer to enter. Winners tonight!,79,12,5.083,2,1,0,1,0,1,0,0,0,0.203,0,0,1,Telegram,unknown
ham,ikr that vid was insane 🤯 showed it to mom lol ठिक छ,52,13,2.923,0,0,0,0,0,0,0,1,0.103,0,0,0,0,Email,unknown
spam,Limited drop: 90% off concert tix — visit https://amazon.com/deal T&C apply,75,14,4,0,0,1,0,0,1,0,0,0,0.04,0,0,1,WhatsApp,user
ham,pls pick up milk + eggs on ur way home? ठिक छ,45,12,2.583,0,0,0,0,0,0,0,0,0.125,0,0,0,0,SMS,unknown
